Date	DAT	Time	TrayID	POT	Plant_ID	Position	TRT	Site
29.06.2022	127	29.06.2022 14:08	162_C_132-374-644	162	374	A2	C	T
29.06.2022	127	29.06.2022 14:08	162_C_132-374-644	162	644	A3	C	P
29.06.2022	127	29.06.2022 14:09	101_T_286-214-790	101	286	A1	T	T
29.06.2022	127	29.06.2022 14:09	101_T_286-214-790	101	214	A2	T	T
29.06.2022	127	29.06.2022 14:09	101_T_286-214-790	101	790	A3	T	P
29.06.2022	127	29.06.2022 14:10	90_T_42-497-767	90	42	A1	T	D
29.06.2022	127	29.06.2022 14:10	90_T_42-497-767	90	497	A2	T	T
29.06.2022	127	29.06.2022 14:10	90_T_42-497-767	90	767	A3	T	P
29.06.2022	127	29.06.2022 14:12	236_C_289-217-793	236	289	A1	C	T
29.06.2022	127	29.06.2022 14:12	236_C_289-217-793	236	217	A2	C	T
29.06.2022	127	29.06.2022 14:12	236_C_289-217-793	236	793	A3	C	P
29.06.2022	127	29.06.2022 14:13	57_T_170-431-701	57	170	A1	T	D
29.06.2022	127	29.06.2022 14:13	57_T_170-431-701	57	431	A2	T	T
29.06.2022	127	29.06.2022 14:13	57_T_170-431-701	57	701	A3	T	P
29.06.2022	127	29.06.2022 14:14	102_T_287-215-791	102	287	A1	T	T
29.06.2022	127	29.06.2022 14:14	102_T_287-215-791	102	215	A2	T	T
29.06.2022	127	29.06.2022 14:14	102_T_287-215-791	102	791	A3	T	P
29.06.2022	127	29.06.2022 14:16	29_T_131-376-646	29	131	A1	T	D
29.06.2022	127	29.06.2022 14:16	29_T_131-376-646	29	376	A2	T	T
29.06.2022	127	29.06.2022 14:16	29_T_131-376-646	29	646	A3	T	P
29.06.2022	127	29.06.2022 14:17	237_C_290-218-794	237	290	A1	C	T
29.06.2022	127	29.06.2022 14:17	237_C_290-218-794	237	218	A2	C	T
29.06.2022	127	29.06.2022 14:17	237_C_290-218-794	237	794	A3	C	P
29.06.2022	127	29.06.2022 14:18	164_C_134-379-649	164	134	A1	C	D
29.06.2022	127	29.06.2022 14:18	164_C_134-379-649	164	379	A2	C	T
29.06.2022	127	29.06.2022 14:18	164_C_134-379-649	164	649	A3	C	P
29.06.2022	127	29.06.2022 14:19	103_T_291-219-795	103	291	A1	T	T
29.06.2022	127	29.06.2022 14:19	103_T_291-219-795	103	219	A2	T	T
29.06.2022	127	29.06.2022 14:19	103_T_291-219-795	103	795	A3	T	P
29.06.2022	127	29.06.2022 14:21	30_T_136-377-647	30	136	A1	T	D
29.06.2022	127	29.06.2022 14:21	30_T_136-377-647	30	377	A2	T	T
29.06.2022	127	29.06.2022 14:21	30_T_136-377-647	30	647	A3	T	P
29.06.2022	127	29.06.2022 14:22	238_C_294-222-798	238	294	A1	C	T
29.06.2022	127	29.06.2022 14:22	238_C_294-222-798	238	222	A2	C	T
29.06.2022	127	29.06.2022 14:22	238_C_294-222-798	238	798	A3	C	P
29.06.2022	127	29.06.2022 14:23	165_C_135-380-650	165	135	A1	C	D
29.06.2022	127	29.06.2022 14:23	165_C_135-380-650	165	380	A2	C	T
29.06.2022	127	29.06.2022 14:23	165_C_135-380-650	165	650	A3	C	P
29.06.2022	127	29.06.2022 14:25	108_T_299-227-803	108	299	A1	T	T
29.06.2022	127	29.06.2022 14:25	108_T_299-227-803	108	227	A2	T	T
29.06.2022	127	29.06.2022 14:25	108_T_299-227-803	108	803	A3	T	P
29.06.2022	127	29.06.2022 14:26	139_C_11-336-600	139	11	A1	C	D
29.06.2022	127	29.06.2022 14:26	139_C_11-336-600	139	336	A2	C	T
29.06.2022	127	29.06.2022 14:26	139_C_11-336-600	139	600	A3	C	P
29.06.2022	127	29.06.2022 14:27	5_T_8-334-598	5	8	A1	T	D
29.06.2022	127	29.06.2022 14:27	5_T_8-334-598	5	334	A2	T	T
29.06.2022	127	29.06.2022 14:27	5_T_8-334-598	5	598	A3	T	P
29.06.2022	127	29.06.2022 14:29	140_C_15-337-601	140	15	A1	C	D
29.06.2022	127	29.06.2022 14:29	140_C_15-337-601	140	337	A2	C	T
29.06.2022	127	29.06.2022 14:29	140_C_15-337-601	140	601	A3	C	P
29.06.2022	127	29.06.2022 14:30	6_T_9-335-599	6	9	A1	T	D
29.06.2022	127	29.06.2022 14:30	6_T_9-335-599	6	335	A2	T	T
29.06.2022	127	29.06.2022 14:30	6_T_9-335-599	6	599	A3	T	P
29.06.2022	127	29.06.2022 14:32	141_C_16-338-602	141	16	A1	C	D
29.06.2022	127	29.06.2022 14:32	141_C_16-338-602	141	338	A2	C	T
29.06.2022	127	29.06.2022 14:32	141_C_16-338-602	141	602	A3	C	P
29.06.2022	127	29.06.2022 14:33	7_T_12-321-603	7	12	A1	T	D
29.06.2022	127	29.06.2022 14:33	7_T_12-321-603	7	321	A2	T	T
29.06.2022	127	29.06.2022 14:33	7_T_12-321-603	7	603	A3	T	P
29.06.2022	127	29.06.2022 14:34	142_C_17-324-606	142	17	A1	C	D
29.06.2022	127	29.06.2022 14:34	142_C_17-324-606	142	324	A2	C	T
29.06.2022	127	29.06.2022 14:34	142_C_17-324-606	142	606	A3	C	P
29.06.2022	127	29.06.2022 14:36	8_T_13-322-604	8	13	A1	T	D
29.06.2022	127	29.06.2022 14:36	8_T_13-322-604	8	322	A2	T	T
29.06.2022	127	29.06.2022 14:36	8_T_13-322-604	8	604	A3	T	P
29.06.2022	127	29.06.2022 14:37	143_C_18-325-607	143	18	A1	C	D
29.06.2022	127	29.06.2022 14:37	143_C_18-325-607	143	325	A2	C	T
29.06.2022	127	29.06.2022 14:37	143_C_18-325-607	143	607	A3	C	P
29.06.2022	127	29.06.2022 14:38	9_T_14-323-605	9	14	A1	T	D
29.06.2022	127	29.06.2022 14:38	9_T_14-323-605	9	323	A2	T	T
29.06.2022	127	29.06.2022 14:38	9_T_14-323-605	9	605	A3	T	P
29.06.2022	127	29.06.2022 14:39	144_C_19-326-608	144	19	A1	C	D
29.06.2022	127	29.06.2022 14:39	144_C_19-326-608	144	326	A2	C	T
29.06.2022	127	29.06.2022 14:39	144_C_19-326-608	144	608	A3	C	P
29.06.2022	127	29.06.2022 14:41	10_T_20-339-609	10	20	A1	T	D
29.06.2022	127	29.06.2022 14:41	10_T_20-339-609	10	339	A2	T	T
29.06.2022	127	29.06.2022 14:41	10_T_20-339-609	10	609	A3	T	P
29.06.2022	127	29.06.2022 14:42	145_C_24-342-612	145	24	A1	C	D
29.06.2022	127	29.06.2022 14:42	145_C_24-342-612	145	342	A2	C	T
29.06.2022	127	29.06.2022 14:42	145_C_24-342-612	145	612	A3	C	P
29.06.2022	127	29.06.2022 14:43	11_T_21-340-610	11	21	A1	T	D
29.06.2022	127	29.06.2022 14:43	11_T_21-340-610	11	340	A2	T	T
29.06.2022	127	29.06.2022 14:43	11_T_21-340-610	11	610	A3	T	P
29.06.2022	127	29.06.2022 14:45	146_C_25-343-613	146	25	A1	C	D
29.06.2022	127	29.06.2022 14:45	146_C_25-343-613	146	343	A2	C	T
29.06.2022	127	29.06.2022 14:45	146_C_25-343-613	146	613	A3	C	P
29.06.2022	127	29.06.2022 14:46	13_T_23-345-615	13	23	A1	T	D
29.06.2022	127	29.06.2022 14:46	13_T_23-345-615	13	345	A2	T	T
29.06.2022	127	29.06.2022 14:46	13_T_23-345-615	13	615	A3	T	P
29.06.2022	127	29.06.2022 14:47	148_C_27-348-618	148	27	A1	C	D
29.06.2022	127	29.06.2022 14:47	148_C_27-348-618	148	348	A2	C	T
29.06.2022	127	29.06.2022 14:47	148_C_27-348-618	148	618	A3	C	P
29.06.2022	127	29.06.2022 14:48	209_C_107-469-739	209	107	A1	C	D
29.06.2022	127	29.06.2022 14:48	209_C_107-469-739	209	469	A2	C	T
29.06.2022	127	29.06.2022 14:48	209_C_107-469-739	209	739	A3	C	P
29.06.2022	127	29.06.2022 14:50	74_T_104-466-736	74	104	A1	T	D
29.06.2022	127	29.06.2022 14:50	74_T_104-466-736	74	466	A2	T	T
29.06.2022	127	29.06.2022 14:50	74_T_104-466-736	74	736	A3	T	P
29.06.2022	127	29.06.2022 14:51	14_T_28-346-616	14	28	A1	T	D
29.06.2022	127	29.06.2022 14:51	14_T_28-346-616	14	346	A2	T	T
29.06.2022	127	29.06.2022 14:51	14_T_28-346-616	14	616	A3	T	P
29.06.2022	127	29.06.2022 14:52	34_T_144-387-657	34	144	A1	T	D
29.06.2022	127	29.06.2022 14:52	34_T_144-387-657	34	387	A2	T	T
29.06.2022	127	29.06.2022 14:52	34_T_144-387-657	34	657	A3	T	P
29.06.2022	127	29.06.2022 14:54	169_C_143-390-660	169	143	A1	C	D
29.06.2022	127	29.06.2022 14:54	169_C_143-390-660	169	390	A2	C	T
29.06.2022	127	29.06.2022 14:54	169_C_143-390-660	169	660	A3	C	P
29.06.2022	127	29.06.2022 14:55	150_C_32-350-620	150	32	A1	C	D
29.06.2022	127	29.06.2022 14:55	150_C_32-350-620	150	350	A2	C	T
29.06.2022	127	29.06.2022 14:55	150_C_32-350-620	150	620	A3	C	P
29.06.2022	127	29.06.2022 14:56	1_T_1-327-591	1	1	A1	T	D
29.06.2022	127	29.06.2022 14:56	1_T_1-327-591	1	327	A2	T	T
29.06.2022	127	29.06.2022 14:56	1_T_1-327-591	1	591	A3	T	P
29.06.2022	127	29.06.2022 14:58	136_C_4-330-594	136	4	A1	C	D
29.06.2022	127	29.06.2022 14:58	136_C_4-330-594	136	330	A2	C	T
29.06.2022	127	29.06.2022 14:58	136_C_4-330-594	136	594	A3	C	P
29.06.2022	127	29.06.2022 14:59	2_T_2-328-592	2	2	A1	T	D
29.06.2022	127	29.06.2022 14:59	2_T_2-328-592	2	328	A2	T	T
29.06.2022	127	29.06.2022 14:59	2_T_2-328-592	2	592	A3	T	P
29.06.2022	127	29.06.2022 15:00	137_C_5-331-595	137	5	A1	C	D
29.06.2022	127	29.06.2022 15:00	137_C_5-331-595	137	331	A2	C	T
29.06.2022	127	29.06.2022 15:00	137_C_5-331-595	137	595	A3	C	P
29.06.2022	127	29.06.2022 15:01	3_T_3-329-593	3	3	A1	T	D
29.06.2022	127	29.06.2022 15:01	3_T_3-329-593	3	329	A2	T	T
29.06.2022	127	29.06.2022 15:01	3_T_3-329-593	3	593	A3	T	P
29.06.2022	127	29.06.2022 15:03	138_C_10-332-596	138	10	A1	C	D
29.06.2022	127	29.06.2022 15:03	138_C_10-332-596	138	332	A2	C	T
29.06.2022	127	29.06.2022 15:03	138_C_10-332-596	138	596	A3	C	P
29.06.2022	127	29.06.2022 15:04	4_T_7-333-597	4	7	A1	T	D
29.06.2022	127	29.06.2022 15:04	4_T_7-333-597	4	333	A2	T	T
29.06.2022	127	29.06.2022 15:04	4_T_7-333-597	4	597	A3	T	P
